K;TrainRatio;Metric;Class;Accuracy;Precision;Recall;F1;DurationMs;Status
5;0.70;ChebyshevMetric;france;0.7954;0.3158;0.0759;0.1224;129628;OK
5;0.70;ChebyshevMetric;japan;0.7954;0.3333;0.2000;0.2500;129628;OK
5;0.70;ChebyshevMetric;uk;0.7954;0.4576;0.3306;0.3839;129628;OK
5;0.70;ChebyshevMetric;usa;0.7954;0.8380;0.9496;0.8903;129628;OK
5;0.70;ChebyshevMetric;west-germany;0.7954;0.3636;0.0860;0.1391;129628;OK
5;0.70;EuclideanMetric;canada;0.8103;0.2899;0.0816;0.1274;127805;OK
5;0.70;EuclideanMetric;france;0.8103;0.3667;0.1392;0.2018;127805;OK
5;0.70;EuclideanMetric;japan;0.8103;0.3678;0.2370;0.2883;127805;OK
5;0.70;EuclideanMetric;uk;0.8103;0.5079;0.3959;0.4450;127805;OK
5;0.70;EuclideanMetric;usa;0.8103;0.8532;0.9555;0.9015;127805;OK
5;0.70;EuclideanMetric;west-germany;0.8103;0.5000;0.1720;0.2560;127805;OK
5;0.70;ManhattanMetric;canada;0.8287;0.4348;0.1224;0.1911;134002;OK
5;0.70;ManhattanMetric;france;0.8287;0.3611;0.1646;0.2261;134002;OK
5;0.70;ManhattanMetric;japan;0.8287;0.4476;0.3481;0.3917;134002;OK
5;0.70;ManhattanMetric;uk;0.8287;0.6244;0.5020;0.5566;134002;OK
5;0.70;ManhattanMetric;usa;0.8287;0.8679;0.9586;0.9110;134002;OK
5;0.70;ManhattanMetric;west-germany;0.8287;0.5192;0.2903;0.3724;134002;OK
5;0.80;ChebyshevMetric;canada;0.7958;0.1463;0.0355;0.0571;99348;OK
5;0.80;ChebyshevMetric;france;0.7958;0.4167;0.0943;0.1538;99348;OK
5;0.80;ChebyshevMetric;japan;0.7958;0.3208;0.1789;0.2297;99348;OK
5;0.80;ChebyshevMetric;uk;0.7958;0.4561;0.3291;0.3824;99348;OK
5;0.80;ChebyshevMetric;usa;0.7958;0.8371;0.9532;0.8913;99348;OK
5;0.80;ChebyshevMetric;west-germany;0.7958;0.3571;0.0862;0.1389;99348;OK
5;0.80;EuclideanMetric;canada;0.8103;0.3023;0.0769;0.1226;103064;OK
5;0.80;EuclideanMetric;france;0.8103;0.3077;0.0755;0.1212;103064;OK
5;0.80;EuclideanMetric;japan;0.8103;0.3585;0.2000;0.2568;103064;OK
5;0.80;EuclideanMetric;uk;0.8103;0.4857;0.4304;0.4564;103064;OK
5;0.80;EuclideanMetric;usa;0.8103;0.8538;0.9587;0.9032;103064;OK
5;0.80;EuclideanMetric;west-germany;0.8103;0.4211;0.1379;0.2078;103064;OK
5;0.80;ManhattanMetric;canada;0.8267;0.4643;0.1538;0.2311;103512;OK
5;0.80;ManhattanMetric;france;0.8267;0.3043;0.1321;0.1842;103512;OK
5;0.80;ManhattanMetric;japan;0.8267;0.4306;0.3263;0.3713;103512;OK
5;0.80;ManhattanMetric;uk;0.8267;0.6434;0.5253;0.5784;103512;OK
5;0.80;ManhattanMetric;usa;0.8267;0.8674;0.9559;0.9095;103512;OK
5;0.80;ManhattanMetric;west-germany;0.8267;0.4545;0.2586;0.3297;103512;OK
5;0.90;ChebyshevMetric;canada;0.8074;0.0952;0.0230;0.0370;56869;OK
5;0.90;ChebyshevMetric;france;0.8074;0.4000;0.0909;0.1481;56869;OK
5;0.90;ChebyshevMetric;japan;0.8074;0.4063;0.2600;0.3171;56869;OK
5;0.90;ChebyshevMetric;uk;0.8074;0.5306;0.3514;0.4228;56869;OK
5;0.90;ChebyshevMetric;usa;0.8074;0.8442;0.9576;0.8973;56869;OK
5;0.90;ChebyshevMetric;west-germany;0.8074;0.5000;0.1154;0.1875;56869;OK
5;0.90;EuclideanMetric;canada;0.8208;0.2381;0.0575;0.0926;59346;OK
5;0.90;EuclideanMetric;france;0.8208;0.3333;0.1364;0.1935;59346;OK
5;0.90;EuclideanMetric;japan;0.8208;0.5000;0.2800;0.3590;59346;OK
5;0.90;EuclideanMetric;uk;0.8208;0.5763;0.4595;0.5113;59346;OK
5;0.90;EuclideanMetric;usa;0.8208;0.8550;0.9613;0.9051;59346;OK
5;0.90;EuclideanMetric;west-germany;0.8208;0.5714;0.1538;0.2424;59346;OK
5;0.90;ManhattanMetric;canada;0.8335;0.5000;0.1839;0.2689;58255;OK
5;0.90;ManhattanMetric;france;0.8335;0.1818;0.0909;0.1212;58255;OK
5;0.90;ManhattanMetric;japan;0.8335;0.5429;0.3800;0.4471;58255;OK
5;0.90;ManhattanMetric;uk;0.8335;0.6724;0.5270;0.5909;58255;OK
5;0.90;ManhattanMetric;usa;0.8335;0.8716;0.9567;0.9122;58255;OK
5;0.90;ManhattanMetric;west-germany;0.8335;0.3529;0.2308;0.2791;58255;OK
6;0.10;ChebyshevMetric;canada;0.7828;0.0857;0.0040;0.0076;49776;OK
6;0.10;ChebyshevMetric;france;0.7828;0.0250;0.0045;0.0076;49776;OK
6;0.10;ChebyshevMetric;japan;0.7828;0.1829;0.0361;0.0604;49776;OK
6;0.10;ChebyshevMetric;uk;0.7828;0.3978;0.2287;0.2904;49776;OK
6;0.10;ChebyshevMetric;usa;0.7828;0.8122;0.9629;0.8812;49776;OK
6;0.10;ChebyshevMetric;west-germany;0.7828;0.1446;0.0417;0.0647;49776;OK
6;0.10;EuclideanMetric;canada;0.8000;0.3833;0.0306;0.0567;54976;OK
6;0.10;EuclideanMetric;france;0.8000;0.5000;0.1211;0.1949;54976;OK
6;0.10;EuclideanMetric;japan;0.8000;0.2920;0.0795;0.1250;54976;OK
6;0.10;EuclideanMetric;uk;0.8000;0.5000;0.3239;0.3931;54976;OK
6;0.10;EuclideanMetric;usa;0.8000;0.8277;0.9686;0.8926;54976;OK
6;0.10;EuclideanMetric;west-germany;0.8000;0.2500;0.0868;0.1289;54976;OK
6;0.10;ManhattanMetric;canada;0.8119;0.4333;0.0519;0.0926;54753;OK
6;0.10;ManhattanMetric;france;0.8119;0.5909;0.1166;0.1948;54753;OK
6;0.10;ManhattanMetric;japan;0.8119;0.3934;0.1735;0.2408;54753;OK
6;0.10;ManhattanMetric;uk;0.8119;0.6077;0.3696;0.4596;54753;OK
6;0.10;ManhattanMetric;usa;0.8119;0.8364;0.9729;0.8995;54753;OK
6;0.10;ManhattanMetric;west-germany;0.8119;0.3211;0.1215;0.1763;54753;OK
6;0.20;ChebyshevMetric;canada;0.7841;0.1515;0.0149;0.0272;62934;OK
6;0.20;ChebyshevMetric;france;0.7841;0.1538;0.0207;0.0365;62934;OK
6;0.20;ChebyshevMetric;japan;0.7841;0.2315;0.0678;0.1048;62934;OK
6;0.20;ChebyshevMetric;uk;0.7841;0.4118;0.2130;0.2808;62934;OK
6;0.20;ChebyshevMetric;usa;0.7841;0.8130;0.9621;0.8813;62934;OK
6;0.20;ChebyshevMetric;west-germany;0.7841;0.2097;0.0520;0.0833;62934;OK
6;0.20;EuclideanMetric;canada;0.8038;0.3243;0.0359;0.0646;99446;OK
6;0.20;EuclideanMetric;france;0.8038;0.4154;0.1399;0.2093;99446;OK
6;0.20;EuclideanMetric;japan;0.8038;0.3689;0.1220;0.1833;99446;OK
6;0.20;EuclideanMetric;uk;0.8038;0.5516;0.3181;0.4035;99446;OK
6;0.20;EuclideanMetric;usa;0.8038;0.8294;0.9701;0.8942;99446;OK
6;0.20;EuclideanMetric;west-germany;0.8038;0.3158;0.0960;0.1472;99446;OK
6;0.20;ManhattanMetric;canada;0.8132;0.4459;0.0493;0.0888;57898;OK
6;0.20;ManhattanMetric;france;0.8132;0.5179;0.1503;0.2329;57898;OK
6;0.20;ManhattanMetric;japan;0.8132;0.3916;0.1762;0.2430;57898;OK
6;0.20;ManhattanMetric;uk;0.8132;0.5823;0.3817;0.4612;57898;OK
6;0.20;ManhattanMetric;usa;0.8132;0.8411;0.9702;0.9010;57898;OK
6;0.20;ManhattanMetric;west-germany;0.8132;0.3852;0.1880;0.2527;57898;OK
6;0.30;ChebyshevMetric;canada;0.7881;0.1316;0.0172;0.0304;60709;OK
6;0.30;ChebyshevMetric;france;0.7881;0.2105;0.0240;0.0430;60709;OK
6;0.30;ChebyshevMetric;japan;0.7881;0.2642;0.0864;0.1302;60709;OK
6;0.30;ChebyshevMetric;uk;0.7881;0.4403;0.2533;0.3216;60709;OK
6;0.30;ChebyshevMetric;usa;0.7881;0.8189;0.9597;0.8837;60709;OK
6;0.30;ChebyshevMetric;west-germany;0.7881;0.2742;0.0766;0.1197;60709;OK
6;0.30;EuclideanMetric;canada;0.8076;0.3875;0.0534;0.0938;94393;OK
6;0.30;EuclideanMetric;france;0.8076;0.4808;0.1497;0.2283;94393;OK
6;0.30;EuclideanMetric;japan;0.8076;0.3082;0.1512;0.2029;94393;OK
6;0.30;EuclideanMetric;uk;0.8076;0.5429;0.3725;0.4419;94393;OK
6;0.30;EuclideanMetric;usa;0.8076;0.8389;0.9641;0.8972;94393;OK
6;0.30;EuclideanMetric;west-germany;0.8076;0.4267;0.1441;0.2155;94393;OK
6;0.30;ManhattanMetric;canada;0.8200;0.4468;0.0723;0.1244;132202;OK
6;0.30;ManhattanMetric;france;0.8200;0.5000;0.1976;0.2833;132202;OK
6;0.30;ManhattanMetric;japan;0.8200;0.3819;0.2346;0.2906;132202;OK
6;0.30;ManhattanMetric;uk;0.8200;0.5744;0.4477;0.5032;132202;OK
6;0.30;ManhattanMetric;usa;0.8200;0.8548;0.9645;0.9064;132202;OK
6;0.30;ManhattanMetric;west-germany;0.8200;0.4953;0.2387;0.3222;132202;OK
6;0.40;ChebyshevMetric;canada;0.7938;0.2121;0.0283;0.0500;99825;OK
6;0.40;ChebyshevMetric;france;0.7938;0.3056;0.0748;0.1202;99825;OK
6;0.40;ChebyshevMetric;japan;0.7938;0.2842;0.0982;0.1459;99825;OK
6;0.40;ChebyshevMetric;uk;0.7938;0.4676;0.2559;0.3308;99825;OK
6;0.40;ChebyshevMetric;usa;0.7938;0.8228;0.9617;0.8869;99825;OK
6;0.40;ChebyshevMetric;west-germany;0.7938;0.3636;0.1031;0.1606;99825;OK
6;0.40;EuclideanMetric;canada;0.8119;0.3855;0.0648;0.1109;54513;OK
6;0.40;EuclideanMetric;france;0.8119;0.5417;0.1769;0.2667;54513;OK
6;0.40;EuclideanMetric;japan;0.8119;0.3419;0.1455;0.2041;54513;OK
6;0.40;EuclideanMetric;uk;0.8119;0.5482;0.3917;0.4569;54513;OK
6;0.40;EuclideanMetric;usa;0.8119;0.8427;0.9653;0.8998;54513;OK
6;0.40;EuclideanMetric;west-germany;0.8119;0.4058;0.1443;0.2129;54513;OK
6;0.40;ManhattanMetric;canada;0.8217;0.4362;0.0830;0.1395;55829;OK
6;0.40;ManhattanMetric;france;0.8217;0.5273;0.1973;0.2871;55829;OK
6;0.40;ManhattanMetric;japan;0.8217;0.4183;0.2327;0.2991;55829;OK
6;0.40;ManhattanMetric;uk;0.8217;0.5574;0.4587;0.5032;55829;OK
6;0.40;ManhattanMetric;usa;0.8217;0.8574;0.9635;0.9074;55829;OK
6;0.40;ManhattanMetric;west-germany;0.8217;0.4800;0.2474;0.3265;55829;OK
6;0.50;ChebyshevMetric;canada;0.7936;0.2121;0.0335;0.0579;153986;OK
6;0.50;ChebyshevMetric;france;0.7936;0.3600;0.0720;0.1200;153986;OK
6;0.50;ChebyshevMetric;japan;0.7936;0.2234;0.0950;0.1333;153986;OK
6;0.50;ChebyshevMetric;uk;0.7936;0.4978;0.2660;0.3467;153986;OK
6;0.50;ChebyshevMetric;usa;0.7936;0.8241;0.9604;0.8871;153986;OK
6;0.50;ChebyshevMetric;west-germany;0.7936;0.2308;0.0584;0.0933;153986;OK
6;0.50;EuclideanMetric;canada;0.8112;0.3636;0.0670;0.1131;57425;OK
6;0.50;EuclideanMetric;france;0.8112;0.4762;0.1600;0.2395;57425;OK
6;0.50;EuclideanMetric;japan;0.8112;0.2931;0.1538;0.2018;57425;OK
6;0.50;EuclideanMetric;uk;0.8112;0.5559;0.4014;0.4662;57425;OK
6;0.50;EuclideanMetric;usa;0.8112;0.8457;0.9625;0.9003;57425;OK
6;0.50;EuclideanMetric;west-germany;0.8112;0.3684;0.1364;0.1991;57425;OK
6;0.50;ManhattanMetric;canada;0.8228;0.4000;0.0813;0.1352;159308;OK
6;0.50;ManhattanMetric;france;0.8228;0.5349;0.1840;0.2738;159308;OK
6;0.50;ManhattanMetric;japan;0.8228;0.4069;0.2670;0.3224;159308;OK
6;0.50;ManhattanMetric;uk;0.8228;0.5862;0.4846;0.5306;159308;OK
6;0.50;ManhattanMetric;usa;0.8228;0.8596;0.9615;0.9077;159308;OK
6;0.50;ManhattanMetric;west-germany;0.8228;0.4375;0.2273;0.2991;159308;OK
6;0.60;ChebyshevMetric;canada;0.7973;0.2727;0.0452;0.0775;149850;OK
6;0.60;ChebyshevMetric;france;0.7973;0.4783;0.1028;0.1692;149850;OK
6;0.60;ChebyshevMetric;japan;0.7973;0.2637;0.1446;0.1868;149850;OK
6;0.60;ChebyshevMetric;uk;0.7973;0.4700;0.2840;0.3540;149850;OK
6;0.60;ChebyshevMetric;usa;0.7973;0.8297;0.9590;0.8896;149850;OK
6;0.60;ChebyshevMetric;west-germany;0.7973;0.3333;0.0620;0.1046;149850;OK
6;0.60;EuclideanMetric;canada;0.8150;0.3429;0.0723;0.1194;151178;OK
6;0.60;EuclideanMetric;france;0.8150;0.5313;0.1589;0.2446;151178;OK
6;0.60;EuclideanMetric;japan;0.8150;0.3302;0.2108;0.2574;151178;OK
6;0.60;EuclideanMetric;uk;0.8150;0.5756;0.4139;0.4815;151178;OK
6;0.60;EuclideanMetric;usa;0.8150;0.8484;0.9627;0.9019;151178;OK
6;0.60;EuclideanMetric;west-germany;0.8150;0.4737;0.1395;0.2156;151178;OK
6;0.60;ManhattanMetric;canada;0.8287;0.4512;0.1114;0.1787;155661;OK
6;0.60;ManhattanMetric;france;0.8287;0.5385;0.1963;0.2877;155661;OK
6;0.60;ManhattanMetric;japan;0.8287;0.3937;0.3012;0.3413;155661;OK
6;0.60;ManhattanMetric;uk;0.8287;0.6207;0.4894;0.5473;155661;OK
6;0.60;ManhattanMetric;usa;0.8287;0.8640;0.9636;0.9111;155661;OK
6;0.60;ManhattanMetric;west-germany;0.8287;0.5254;0.2403;0.3298;155661;OK
6;0.70;ChebyshevMetric;canada;0.7999;0.2264;0.0490;0.0805;130924;OK
6;0.70;ChebyshevMetric;france;0.7999;0.3333;0.0633;0.1064;130924;OK
6;0.70;ChebyshevMetric;japan;0.7999;0.3158;0.1778;0.2275;130924;OK
6;0.70;ChebyshevMetric;uk;0.7999;0.4968;0.3184;0.3881;130924;OK
6;0.70;ChebyshevMetric;usa;0.7999;0.8347;0.9580;0.8921;130924;OK
6;0.70;ChebyshevMetric;west-germany;0.7999;0.3889;0.0753;0.1261;130924;OK
6;0.70;EuclideanMetric;canada;0.8165;0.3519;0.0776;0.1271;101768;OK
6;0.70;EuclideanMetric;france;0.8165;0.3913;0.1139;0.1765;101768;OK
6;0.70;EuclideanMetric;japan;0.8165;0.3947;0.2222;0.2844;101768;OK
6;0.70;EuclideanMetric;uk;0.8165;0.5495;0.4082;0.4684;101768;OK
6;0.70;EuclideanMetric;usa;0.8165;0.8501;0.9638;0.9034;101768;OK
6;0.70;EuclideanMetric;west-germany;0.8165;0.5517;0.1720;0.2623;101768;OK
6;0.70;ManhattanMetric;canada;0.8284;0.4098;0.1020;0.1634;134887;OK
6;0.70;ManhattanMetric;france;0.8284;0.4444;0.1519;0.2264;134887;OK
6;0.70;ManhattanMetric;japan;0.8284;0.4242;0.3111;0.3590;134887;OK
6;0.70;ManhattanMetric;uk;0.8284;0.6281;0.5102;0.5631;134887;OK
6;0.70;ManhattanMetric;usa;0.8284;0.8646;0.9614;0.9104;134887;OK
6;0.70;ManhattanMetric;west-germany;0.8284;0.5306;0.2796;0.3662;134887;OK
6;0.80;ChebyshevMetric;canada;0.8025;0.2059;0.0414;0.0690;99533;OK
6;0.80;ChebyshevMetric;france;0.8025;0.3750;0.0566;0.0984;99533;OK
6;0.80;ChebyshevMetric;japan;0.8025;0.3469;0.1789;0.2361;99533;OK
6;0.80;ChebyshevMetric;uk;0.8025;0.4854;0.3165;0.3831;99533;OK
6;0.80;ChebyshevMetric;usa;0.8025;0.8361;0.9629;0.8950;99533;OK
6;0.80;ChebyshevMetric;west-germany;0.8025;0.4167;0.0862;0.1429;99533;OK
6;0.80;EuclideanMetric;canada;0.8148;0.3636;0.0710;0.1188;103035;OK
6;0.80;EuclideanMetric;france;0.8148;0.3000;0.0566;0.0952;103035;OK
6;0.80;EuclideanMetric;japan;0.8148;0.3750;0.1895;0.2517;103035;OK
6;0.80;EuclideanMetric;uk;0.8148;0.5036;0.4367;0.4678;103035;OK
6;0.80;EuclideanMetric;usa;0.8148;0.8515;0.9657;0.9050;103035;OK
6;0.80;EuclideanMetric;west-germany;0.8148;0.4375;0.1207;0.1892;103035;OK
6;0.80;ManhattanMetric;canada;0.8308;0.5000;0.1183;0.1914;103476;OK
6;0.80;ManhattanMetric;france;0.8308;0.3333;0.1132;0.1690;103476;OK
6;0.80;ManhattanMetric;japan;0.8308;0.4828;0.2947;0.3660;103476;OK
6;0.80;ManhattanMetric;uk;0.8308;0.6183;0.5127;0.5606;103476;OK
6;0.80;ManhattanMetric;usa;0.8308;0.8643;0.9661;0.9124;103476;OK
6;0.80;ManhattanMetric;west-germany;0.8308;0.5000;0.2759;0.3556;103476;OK
6;0.90;ChebyshevMetric;canada;0.8126;0.1667;0.0345;0.0571;56569;OK
6;0.90;ChebyshevMetric;france;0.8126;0.3333;0.0909;0.1429;56569;OK
6;0.90;ChebyshevMetric;japan;0.8126;0.4231;0.2200;0.2895;56569;OK
6;0.90;ChebyshevMetric;uk;0.8126;0.5652;0.3514;0.4333;56569;OK
6;0.90;ChebyshevMetric;usa;0.8126;0.8424;0.9650;0.8996;56569;OK
6;0.90;ChebyshevMetric;west-germany;0.8126;0.6000;0.1154;0.1935;56569;OK
6;0.90;EuclideanMetric;canada;0.8260;0.4000;0.0920;0.1495;59248;OK
6;0.90;EuclideanMetric;france;0.8260;0.2857;0.0909;0.1379;59248;OK
6;0.90;EuclideanMetric;japan;0.8260;0.5000;0.2400;0.3243;59248;OK
6;0.90;EuclideanMetric;uk;0.8260;0.5763;0.4595;0.5113;59248;OK
6;0.90;EuclideanMetric;usa;0.8260;0.8553;0.9687;0.9085;59248;OK
6;0.90;EuclideanMetric;west-germany;0.8260;0.6000;0.1154;0.1935;59248;OK
6;0.90;ManhattanMetric;canada;0.8446;0.6364;0.1609;0.2569;58818;OK
6;0.90;ManhattanMetric;france;0.8446;0.2500;0.0909;0.1333;58818;OK
6;0.90;ManhattanMetric;japan;0.8446;0.6786;0.3800;0.4872;58818;OK
6;0.90;ManhattanMetric;uk;0.8446;0.6557;0.5405;0.5926;58818;OK
6;0.90;ManhattanMetric;usa;0.8446;0.8717;0.9696;0.9180;58818;OK
6;0.90;ManhattanMetric;west-germany;0.8446;0.4444;0.3077;0.3636;58818;OK
